id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
194,0<=X<200,12,critical/other existing credit,business,3763,500<=X<1000,1<=X<4,3,male single,none,4,no known property,40,none,rent,2,skilled,1,yes,yes,good
195,no checking,12,existing paid,radio/tv,8947,no known savings,<1,4,male mar/wid,none,2,car,22,none,own,3,skilled,1,none,yes,good
196,<0,24,existing paid,radio/tv,1919,<100,1<=X<4,2,male single,none,1,car,28,stores,own,1,high qualif/self emp/mgmt,1,none,yes,bad
197,no checking,6,existing paid,furniture/equipment,7685,<100,>=7,4,male single,none,3,car,47,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
198,0<=X<200,11,critical/other existing credit,business,4843,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,good
199,0<=X<200,12,existing paid,radio/tv,804,no known savings,1<=X<4,2,female div/dep/mar,none,1,real estate,22,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
200,0<=X<200,48,existing paid,domestic appliance,1217,100<=X<500,unemployed,4,male single,none,2,real estate,50,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
201,<0,21,all paid,furniture/equipment,3386,<100,1<=X<4,2,male single,none,1,car,43,none,own,1,skilled,2,none,yes,good
202,0<=X<200,24,no credits/all paid,business,2012,<100,>=7,4,male single,none,2,car,41,none,own,1,unskilled resident,1,yes,no,good
203,<0,15,critical/other existing credit,new car,1493,<100,<1,4,male div/sep,none,4,real estate,49,none,for free,1,skilled,2,yes,yes,good
204,0<=X<200,12,existing paid,furniture/equipment,1743,<100,<1,4,male single,none,4,car,36,none,own,1,unskilled resident,1,none,yes,good
205,<0,15,critical/other existing credit,furniture/equipment,2862,<100,1<=X<4,4,male single,none,4,life insurance,42,bank,own,2,skilled,1,yes,yes,good
206,<0,5,existing paid,business,4817,<100,>=7,3,male single,none,4,car,32,none,rent,1,skilled,1,none,yes,good
207,<0,6,existing paid,education,4006,<100,>=7,4,male single,none,2,car,27,none,own,1,skilled,1,none,yes,bad
208,no checking,22,existing paid,radio/tv,5493,>=1000,1<=X<4,4,male single,none,3,car,25,none,for free,2,skilled,1,yes,yes,good
209,<0,24,existing paid,furniture/equipment,3448,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,20,none,own,1,skilled,2,none,yes,bad
210,>=200,18,existing paid,furniture/equipment,3965,<100,4<=X<7,4,male single,none,3,car,33,none,own,1,unemp/unskilled non res,1,none,yes,good
211,no checking,24,critical/other existing credit,business,691,<100,>=7,4,female div/dep/mar,none,4,life insurance,35,bank,for free,2,unskilled resident,2,none,yes,good
212,0<=X<200,6,existing paid,new car,2848,no known savings,1<=X<4,2,male single,none,2,car,46,none,own,2,skilled,1,none,yes,bad
213,no checking,12,existing paid,education,1743,no known savings,>=7,1,male single,none,4,real estate,24,none,rent,1,unskilled resident,1,none,yes,bad
214,>=200,42,existing paid,new car,1082,<100,4<=X<7,3,male single,co applicant,4,real estate,33,none,own,1,skilled,1,none,yes,bad
215,no checking,48,delayed previously,used car,1258,<100,<1,2,male single,none,3,life insurance,42,none,for free,1,skilled,1,yes,yes,good
216,<0,6,existing paid,radio/tv,1603,100<=X<500,>=7,3,male single,none,3,real estate,39,none,own,1,skilled,1,none,yes,good
217,<0,9,existing paid,education,2859,<100,1<=X<4,2,female div/dep/mar,none,4,car,23,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
218,>=200,12,existing paid,business,426,<100,>=7,3,male single,none,2,car,23,none,own,2,unskilled resident,1,none,yes,bad
219,no checking,48,delayed previously,new car,2273,<100,1<=X<4,3,male mar/wid,none,1,real estate,40,none,own,2,unemp/unskilled non res,1,yes,yes,bad
220,<0,10,critical/other existing credit,radio/tv,976,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,life insurance,34,none,for free,2,skilled,1,yes,yes,good
221,<0,10,existing paid,business,2445,100<=X<500,>=7,3,male div/sep,none,3,life insurance,34,none,own,1,skilled,1,none,yes,good
222,0<=X<200,30,critical/other existing credit,new car,2278,<100,4<=X<7,4,male single,none,4,car,47,none,for free,1,unskilled resident,1,none,yes,good
223,no checking,18,existing paid,used car,1919,no known savings,1<=X<4,3,male single,none,3,life insurance,31,none,for free,1,skilled,1,none,yes,bad
224,no checking,9,critical/other existing credit,radio/tv,1449,<100,<1,4,male single,none,4,car,29,none,own,2,skilled,1,yes,yes,bad
225,no checking,24,existing paid,new car,4042,100<=X<500,>=7,4,male single,co applicant,4,real estate,39,none,own,1,unskilled resident,1,none,yes,good
226,<0,12,critical/other existing credit,radio/tv,10722,<100,4<=X<7,4,female div/dep/mar,none,4,car,24,none,own,1,skilled,1,yes,yes,good
227,no checking,12,critical/other existing credit,radio/tv,1823,<100,<1,4,male single,co applicant,2,real estate,26,none,own,2,skilled,2,none,no,good
228,0<=X<200,36,existing paid,business,2353,<100,1<=X<4,2,male single,none,1,real estate,40,none,own,2,skilled,1,none,yes,good
229,<0,9,existing paid,domestic appliance,1474,<100,>=7,2,female div/dep/mar,none,3,car,25,none,for free,2,skilled,1,none,yes,good
230,<0,24,delayed previously,business,4811,<100,1<=X<4,3,female div/dep/mar,none,3,life insurance,33,none,own,1,skilled,2,yes,yes,good
231,>=200,24,existing paid,business,5324,100<=X<500,>=7,2,male mar/wid,none,2,life insurance,34,none,own,1,skilled,1,none,yes,good
232,<0,9,delayed previously,new car,2528,<100,>=7,4,male single,none,4,real estate,46,none,for free,2,skilled,1,none,yes,bad
233,0<=X<200,18,critical/other existing credit,new car,7758,<100,1<=X<4,4,male mar/wid,none,3,life insurance,59,bank,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
234,0<=X<200,48,critical/other existing credit,radio/tv,2930,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,yes,yes,good
235,no checking,24,delayed previously,radio/tv,2171,<100,4<=X<7,4,male single,guarantor,2,real estate,42,none,own,1,unskilled resident,1,none,yes,good
236,0<=X<200,10,existing paid,new car,1567,>=1000,>=7,2,female div/dep/mar,none,3,car,41,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
237,0<=X<200,10,existing paid,retraining,999,500<=X<1000,>=7,4,male single,none,4,no known property,26,stores,own,2,skilled,1,yes,yes,bad
238,no checking,21,existing paid,domestic appliance,1255,<100,1<=X<4,4,male div/sep,none,4,car,22,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
239,no checking,12,critical/other existing credit,used car,5152,no known savings,1<=X<4,4,female div/dep/mar,none,3,life insurance,38,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
240,no checking,15,no credits/all paid,radio/tv,1449,<100,1<=X<4,4,male single,none,4,life insurance,39,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
241,0<=X<200,24,critical/other existing credit,business,7763,<100,>=7,4,male mar/wid,none,2,real estate,35,bank,own,1,high qualif/self emp/mgmt,2,none,yes,good
242,>=200,36,critical/other existing credit,furniture/equipment,2569,<100,1<=X<4,2,male single,none,2,real estate,50,bank,own,1,skilled,1,yes,yes,good
243,0<=X<200,6,existing paid,furniture/equipment,6304,<100,1<=X<4,2,male single,none,3,life insurance,26,bank,own,1,skilled,1,none,yes,bad
244,no checking,24,existing paid,furniture/equipment,1778,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,38,none,own,2,skilled,1,none,yes,bad
245,0<=X<200,24,critical/other existing credit,new car,8072,<100,>=7,2,male single,none,1,car,33,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
246,0<=X<200,15,existing paid,business,4439,500<=X<1000,1<=X<4,2,male single,none,4,life insurance,41,none,own,3,high qualif/self emp/mgmt,1,none,yes,good
247,no checking,18,existing paid,business,1364,no known savings,>=7,1,male single,guarantor,2,no known property,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
248,<0,28,critical/other existing credit,new car,14421,<100,>=7,3,male single,none,4,car,35,none,own,1,skilled,1,yes,yes,good
249,<0,24,existing paid,used car,976,100<=X<500,1<=X<4,4,male single,none,1,life insurance,44,none,for free,1,skilled,1,none,yes,bad
250,<0,11,critical/other existing credit,radio/tv,1038,<100,1<=X<4,4,male div/sep,co applicant,1,car,34,none,rent,1,skilled,1,none,yes,bad
251,<0,21,critical/other existing credit,radio/tv,4870,<100,<1,4,female div/dep/mar,none,3,life insurance,42,none,own,2,skilled,1,yes,yes,bad
252,no checking,6,critical/other existing credit,education,9960,<100,<1,2,male div/sep,none,2,car,28,none,for free,1,skilled,1,yes,yes,good
253,no checking,10,critical/other existing credit,education,1715,no known savings,>=7,2,male single,none,2,no known property,25,none,for free,1,unskilled resident,1,none,yes,good
254,<0,12,existing paid,radio/tv,1670,<100,>=7,1,male single,none,1,real estate,23,none,for free,1,skilled,1,none,yes,bad
255,<0,27,all paid,business,1168,<100,>=7,4,male single,none,4,car,26,none,rent,2,high qualif/self emp/mgmt,2,none,yes,good
256,no checking,18,critical/other existing credit,used car,2384,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,24,none,own,1,skilled,1,yes,yes,good
257,no checking,12,existing paid,radio/tv,727,<100,>=7,2,male single,guarantor,3,real estate,26,none,for free,2,unskilled resident,1,yes,yes,good
258,no checking,36,existing paid,business,5801,<100,<1,2,male mar/wid,none,4,life insurance,35,none,for free,1,skilled,1,yes,yes,bad
259,no checking,12,existing paid,new car,3914,500<=X<1000,<1,4,female div/dep/mar,none,3,real estate,27,stores,rent,2,skilled,1,none,yes,good
260,<0,30,all paid,new car,1347,500<=X<1000,<1,1,male single,none,2,life insurance,38,bank,own,2,skilled,1,yes,yes,good
261,no checking,24,critical/other existing credit,radio/tv,7238,no known savings,1<=X<4,3,female div/dep/mar,none,1,car,28,none,for free,1,unskilled resident,2,yes,yes,good
262,0<=X<200,26,existing paid,business,5800,<100,<1,2,female div/dep/mar,guarantor,2,car,24,none,rent,1,skilled,1,yes,yes,bad
263,<0,27,existing paid,radio/tv,2002,no known savings,>=7,1,male single,none,4,car,27,none,rent,1,unskilled resident,1,none,yes,good
264,0<=X<200,36,delayed previously,business,1893,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,29,none,own,3,skilled,1,yes,yes,good
265,no checking,10,existing paid,new car,2118,no known savings,1<=X<4,2,male single,none,4,life insurance,27,none,own,1,skilled,1,yes,yes,good
266,0<=X<200,6,critical/other existing credit,business,1592,no known savings,4<=X<7,2,male single,none,2,life insurance,47,bank,own,3,skilled,1,yes,yes,good
267,no checking,18,critical/other existing credit,used car,1255,100<=X<500,<1,2,male single,none,4,no known property,35,none,own,2,skilled,1,yes,yes,good
268,no checking,24,existing paid,used car,3342,<100,4<=X<7,2,female div/dep/mar,none,3,real estate,50,none,own,3,skilled,1,yes,yes,bad
269,no checking,12,existing paid,radio/tv,3965,<100,>=7,1,male single,none,4,real estate,74,stores,for free,2,unskilled resident,1,none,yes,good
270,no checking,18,existing paid,radio/tv,1301,<100,>=7,4,male div/sep,none,2,real estate,36,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
271,<0,24,existing paid,new car,2788,no known savings,4<=X<7,1,male div/sep,none,4,car,39,none,own,1,skilled,1,yes,yes,good
272,no checking,12,existing paid,business,2132,<100,<1,4,male single,none,4,real estate,36,none,rent,2,skilled,1,none,yes,good
273,<0,18,delayed previously,furniture/equipment,1478,<100,1<=X<4,3,male single,co applicant,2,real estate,42,none,own,1,skilled,1,none,yes,good
274,no checking,48,delayed previously,radio/tv,6416,<100,4<=X<7,2,male mar/wid,none,4,real estate,35,stores,own,1,skilled,1,none,yes,good
275,>=200,20,existing paid,furniture/equipment,2753,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,48,none,own,2,skilled,1,yes,yes,bad
276,<0,12,delayed previously,furniture/equipment,3617,<100,4<=X<7,3,female div/dep/mar,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
277,no checking,12,delayed previously,other,1047,<100,1<=X<4,1,female div/dep/mar,guarantor,1,life insurance,21,bank,own,1,skilled,1,none,yes,good
278,0<=X<200,6,existing paid,retraining,3812,no known savings,1<=X<4,2,male single,none,1,real estate,43,none,own,1,high qualif/self emp/mgmt,1,none,no,bad
279,<0,6,critical/other existing credit,radio/tv,3195,no known savings,>=7,1,female div/dep/mar,none,4,life insurance,27,none,own,1,skilled,1,none,yes,good
280,>=200,30,existing paid,radio/tv,2389,>=1000,4<=X<7,4,female div/dep/mar,none,4,car,33,none,own,2,skilled,1,none,yes,good
281,no checking,48,existing paid,new car,999,no known savings,unemployed,3,male mar/wid,none,3,life insurance,45,none,own,2,skilled,1,yes,yes,good
282,no checking,24,critical/other existing credit,furniture/equipment,2136,<100,4<=X<7,2,female div/dep/mar,none,3,real estate,35,none,own,3,skilled,1,yes,yes,good
283,no checking,30,existing paid,new car,2366,<100,>=7,2,female div/dep/mar,none,2,car,23,none,own,1,skilled,1,none,yes,good
284,<0,30,existing paid,new car,2022,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,30,none,own,1,skilled,1,yes,yes,good
285,>=200,24,delayed previously,used car,3966,<100,4<=X<7,2,male single,none,2,car,60,none,rent,2,skilled,1,none,yes,bad
286,no checking,18,critical/other existing credit,used car,2625,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,20,none,own,2,unskilled resident,1,yes,yes,good
287,<0,24,existing paid,radio/tv,11590,500<=X<1000,1<=X<4,2,male mar/wid,none,4,life insurance,28,none,rent,1,skilled,1,none,yes,good
288,no checking,15,existing paid,radio/tv,2394,<100,>=7,4,male single,none,2,no known property,38,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
289,0<=X<200,24,existing paid,furniture/equipment,590,<100,1<=X<4,2,male single,none,3,car,53,none,own,1,skilled,2,none,yes,good
290,<0,30,all paid,radio/tv,4788,<100,4<=X<7,1,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,none,yes,good
291,0<=X<200,10,critical/other existing credit,business,2957,<100,>=7,4,male mar/wid,guarantor,4,no known property,43,none,own,2,unskilled resident,1,yes,yes,good
292,no checking,36,critical/other existing credit,new car,12680,>=1000,1<=X<4,1,male single,none,3,real estate,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
293,0<=X<200,30,critical/other existing credit,radio/tv,1602,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,44,none,rent,1,unskilled resident,1,yes,yes,bad
294,no checking,24,existing paid,radio/tv,930,500<=X<1000,4<=X<7,2,male single,none,2,real estate,32,none,own,1,skilled,1,yes,yes,bad
295,>=200,24,existing paid,new car,900,<100,<1,2,male single,none,4,real estate,65,none,rent,2,skilled,1,none,yes,good
296,0<=X<200,9,existing paid,radio/tv,1149,<100,<1,4,male single,none,2,real estate,64,bank,for free,1,skilled,2,yes,yes,good
297,<0,15,critical/other existing credit,used car,7865,<100,>=7,4,female div/dep/mar,none,3,no known property,37,none,rent,1,skilled,1,yes,yes,bad
298,no checking,6,delayed previously,furniture/equipment,1961,no known savings,<1,2,male single,none,1,real estate,25,none,own,2,skilled,1,none,yes,good
299,>=200,12,critical/other existing credit,furniture/equipment,2331,100<=X<500,>=7,4,male single,none,4,real estate,33,none,own,1,skilled,1,yes,yes,good
300,<0,48,all paid,used car,1940,<100,1<=X<4,3,male single,co applicant,4,car,27,none,rent,2,unskilled resident,2,yes,yes,good
301,no checking,36,existing paid,furniture/equipment,12579,<100,<1,4,male mar/wid,none,4,real estate,32,none,own,1,skilled,2,none,yes,good
302,>=200,24,existing paid,business,1905,500<=X<1000,4<=X<7,4,male single,none,4,real estate,56,stores,own,1,unskilled resident,1,yes,yes,good
303,<0,6,critical/other existing credit,furniture/equipment,6967,<100,4<=X<7,4,male mar/wid,none,4,life insurance,46,none,for free,2,skilled,2,yes,yes,good
304,<0,12,critical/other existing credit,business,7582,100<=X<500,>=7,4,female div/dep/mar,none,1,real estate,36,none,own,1,unskilled resident,1,yes,yes,good
305,no checking,12,existing paid,furniture/equipment,1568,<100,1<=X<4,3,male div/sep,none,4,car,31,none,own,2,unskilled resident,2,yes,yes,good
306,0<=X<200,36,critical/other existing credit,radio/tv,1236,<100,<1,4,male single,none,1,no known property,30,none,own,1,skilled,1,yes,yes,good
307,<0,16,critical/other existing credit,radio/tv,3345,<100,<1,3,male single,co applicant,4,life insurance,74,none,own,1,skilled,1,yes,yes,bad
308,>=200,6,existing paid,radio/tv,6872,<100,<1,4,female div/dep/mar,none,2,no known property,66,none,rent,2,skilled,1,none,yes,good
309,0<=X<200,18,critical/other existing credit,radio/tv,1291,<100,1<=X<4,4,male single,none,4,car,26,bank,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
310,no checking,36,no credits/all paid,radio/tv,15653,<100,>=7,2,female div/dep/mar,none,4,car,32,stores,own,2,skilled,1,yes,yes,good
311,0<=X<200,36,critical/other existing credit,new car,14555,>=1000,4<=X<7,3,male single,none,2,no known property,29,none,own,3,skilled,1,none,yes,good
312,<0,12,existing paid,retraining,1924,<100,1<=X<4,1,male single,co applicant,4,car,50,none,own,2,skilled,1,yes,yes,bad
313,no checking,24,all paid,radio/tv,1459,<100,<1,4,male single,none,1,no known property,30,none,own,1,skilled,1,yes,yes,good
314,<0,12,critical/other existing credit,used car,1311,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,car,52,none,own,1,skilled,1,none,yes,good
315,0<=X<200,12,existing paid,business,1882,<100,>=7,4,male single,none,1,life insurance,26,stores,own,2,skilled,1,yes,yes,good
