id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
194,<0,18,existing paid,radio/tv,6850,<100,1<=X<4,4,male single,none,1,life insurance,20,none,own,1,unskilled resident,1,none,yes,bad
195,0<=X<200,18,existing paid,new car,5998,<100,1<=X<4,4,male single,guarantor,3,real estate,37,none,rent,1,skilled,1,none,no,good
196,0<=X<200,18,existing paid,used car,1837,>=1000,<1,2,male single,none,4,car,30,none,own,2,skilled,1,none,yes,bad
197,no checking,60,critical/other existing credit,radio/tv,8133,100<=X<500,>=7,1,male mar/wid,none,2,car,23,none,for free,1,unemp/unskilled non res,1,none,yes,bad
198,<0,24,critical/other existing credit,furniture/equipment,15857,<100,>=7,2,male single,none,2,car,23,none,own,2,skilled,1,yes,yes,bad
199,no checking,12,critical/other existing credit,furniture/equipment,3622,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,31,none,for free,1,unskilled resident,1,none,yes,bad
200,0<=X<200,24,critical/other existing credit,furniture/equipment,3181,<100,4<=X<7,2,male mar/wid,none,1,life insurance,27,none,own,2,skilled,1,none,yes,bad
201,>=200,36,critical/other existing credit,furniture/equipment,1919,<100,<1,4,male single,none,2,car,27,bank,own,2,high qualif/self emp/mgmt,2,yes,yes,good
202,0<=X<200,12,existing paid,used car,6260,<100,unemployed,4,male single,none,2,real estate,24,none,own,1,skilled,2,none,yes,good
203,<0,36,delayed previously,furniture/equipment,2064,<100,<1,2,male single,none,1,real estate,62,none,own,2,skilled,1,yes,yes,bad
204,no checking,9,critical/other existing credit,new car,4605,100<=X<500,4<=X<7,1,male single,none,2,life insurance,36,none,own,2,skilled,1,none,yes,bad
205,no checking,6,critical/other existing credit,new car,4675,no known savings,unemployed,4,male div/sep,guarantor,2,car,32,none,own,1,unskilled resident,1,yes,yes,good
206,0<=X<200,9,existing paid,furniture/equipment,4771,<100,>=7,1,male single,none,1,real estate,38,none,for free,2,unskilled resident,1,yes,yes,bad
207,no checking,24,existing paid,new car,754,<100,>=7,2,female div/dep/mar,none,3,real estate,22,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
208,0<=X<200,6,delayed previously,education,2993,<100,>=7,2,male single,none,2,life insurance,48,none,own,1,skilled,1,none,yes,good
209,0<=X<200,6,existing paid,new car,708,<100,4<=X<7,2,female div/dep/mar,none,2,no known property,31,none,rent,1,unemp/unskilled non res,1,none,yes,bad
210,>=200,36,delayed previously,business,1413,no known savings,1<=X<4,4,male mar/wid,none,1,no known property,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
211,0<=X<200,15,existing paid,radio/tv,1908,>=1000,<1,2,female div/dep/mar,guarantor,4,car,36,none,rent,1,skilled,1,yes,yes,bad
212,<0,18,existing paid,used car,10144,<100,>=7,4,male single,none,1,car,32,none,own,2,skilled,1,yes,yes,good
213,<0,12,existing paid,repairs,1108,no known savings,>=7,1,female div/dep/mar,none,4,real estate,42,none,own,3,skilled,1,yes,yes,good
214,0<=X<200,15,critical/other existing credit,business,950,<100,<1,4,male single,none,4,car,49,none,own,1,skilled,1,none,yes,good
215,<0,12,existing paid,radio/tv,8358,500<=X<1000,1<=X<4,4,male single,none,4,life insurance,39,none,own,1,skilled,2,none,yes,good
216,<0,21,critical/other existing credit,education,3195,<100,>=7,2,male mar/wid,none,4,real estate,46,none,own,1,skilled,1,none,yes,good
217,no checking,36,existing paid,new car,1163,100<=X<500,<1,3,female div/dep/mar,none,2,car,32,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
218,no checking,24,existing paid,business,3965,<100,1<=X<4,4,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,good
219,no checking,18,existing paid,business,1980,<100,<1,4,female div/dep/mar,none,2,no known property,61,none,rent,2,skilled,1,none,yes,good
220,no checking,60,all paid,business,2389,<100,>=7,2,female div/dep/mar,none,4,car,28,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
221,0<=X<200,4,existing paid,radio/tv,1424,<100,1<=X<4,4,female div/dep/mar,none,4,car,22,bank,own,1,skilled,1,yes,yes,good
222,no checking,12,existing paid,business,1344,<100,>=7,2,female div/dep/mar,none,2,real estate,32,none,rent,1,unskilled resident,1,none,yes,good
223,<0,24,critical/other existing credit,education,7758,<100,unemployed,1,male single,none,2,real estate,24,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
224,0<=X<200,48,existing paid,furniture/equipment,1478,<100,4<=X<7,4,male single,none,2,real estate,39,none,rent,2,skilled,1,none,yes,bad
225,<0,12,existing paid,business,4679,<100,4<=X<7,4,male single,none,4,life insurance,39,none,own,2,skilled,2,none,yes,good
226,no checking,36,critical/other existing credit,radio/tv,3416,<100,<1,2,male single,none,2,car,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
227,no checking,12,critical/other existing credit,new car,9055,<100,4<=X<7,4,male single,none,4,real estate,35,bank,for free,1,skilled,1,none,no,good
228,>=200,9,critical/other existing credit,furniture/equipment,1967,<100,<1,1,male div/sep,none,4,real estate,36,none,own,1,skilled,1,none,yes,good
229,<0,42,critical/other existing credit,new car,3149,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,48,bank,own,2,unskilled resident,1,none,yes,bad
230,<0,10,existing paid,new car,6967,no known savings,1<=X<4,2,male single,none,2,car,33,none,own,2,unskilled resident,2,none,yes,bad
231,0<=X<200,18,existing paid,education,1820,<100,1<=X<4,4,male div/sep,none,2,no known property,23,none,for free,3,skilled,1,yes,yes,bad
232,0<=X<200,9,critical/other existing credit,repairs,5866,no known savings,1<=X<4,2,male mar/wid,none,4,car,21,none,rent,2,unskilled resident,1,none,yes,good
233,>=200,9,critical/other existing credit,used car,3949,<100,<1,4,male single,none,3,car,34,none,rent,1,unskilled resident,1,yes,yes,good
234,<0,24,existing paid,business,2278,<100,>=7,4,female div/dep/mar,guarantor,2,life insurance,34,none,own,2,skilled,1,yes,yes,good
235,<0,27,critical/other existing credit,furniture/equipment,1987,<100,1<=X<4,4,male single,guarantor,3,life insurance,32,none,own,1,skilled,1,yes,yes,good
236,<0,11,critical/other existing credit,education,1963,<100,<1,4,male single,none,3,real estate,30,none,own,1,skilled,1,none,yes,good
237,no checking,36,critical/other existing credit,business,7393,500<=X<1000,<1,3,male single,none,4,real estate,74,bank,rent,2,skilled,1,yes,yes,good
238,no checking,24,existing paid,radio/tv,3016,<100,>=7,1,female div/dep/mar,none,1,real estate,24,none,own,1,unskilled resident,1,none,yes,good
239,no checking,12,all paid,new car,3161,<100,>=7,4,male single,none,4,no known property,27,stores,own,1,skilled,1,yes,yes,good
240,>=200,48,existing paid,education,1872,<100,>=7,1,male single,none,4,life insurance,43,none,for free,1,skilled,1,none,yes,bad
241,0<=X<200,36,existing paid,new car,4811,<100,unemployed,1,male single,none,2,real estate,42,none,own,1,skilled,1,none,yes,bad
242,>=200,24,critical/other existing credit,furniture/equipment,682,<100,4<=X<7,1,female div/dep/mar,none,1,car,33,none,rent,2,skilled,1,yes,no,good
243,>=200,48,existing paid,business,6260,<100,>=7,4,male mar/wid,none,2,life insurance,23,none,own,1,unskilled resident,1,none,yes,good
244,<0,24,existing paid,business,11560,<100,1<=X<4,2,male single,none,4,no known property,54,none,own,1,skilled,1,yes,yes,bad
245,<0,48,existing paid,radio/tv,2606,<100,<1,4,female div/dep/mar,none,2,car,37,none,own,1,skilled,1,yes,yes,good
246,<0,30,existing paid,used car,932,500<=X<1000,unemployed,3,male single,none,4,car,41,none,own,2,skilled,1,none,yes,good
247,no checking,6,delayed previously,new car,7685,no known savings,>=7,3,male single,none,3,real estate,54,none,own,1,unskilled resident,1,yes,yes,bad
248,<0,48,existing paid,used car,7253,500<=X<1000,<1,4,male mar/wid,none,2,life insurance,27,bank,for free,1,high qualif/self emp/mgmt,2,none,yes,good
249,0<=X<200,15,existing paid,radio/tv,3488,<100,<1,4,female div/dep/mar,none,4,real estate,68,none,for free,1,skilled,1,none,yes,good
250,<0,15,existing paid,furniture/equipment,3331,no known savings,1<=X<4,4,male single,none,2,real estate,52,stores,own,1,skilled,1,yes,yes,good
251,no checking,9,existing paid,radio/tv,2684,<100,>=7,4,female div/dep/mar,none,2,car,64,none,own,1,skilled,1,none,yes,good
252,<0,12,existing paid,furniture/equipment,2930,<100,<1,3,male single,none,2,life insurance,57,none,own,1,unskilled resident,1,none,yes,bad
253,<0,36,critical/other existing credit,radio/tv,1603,no known savings,>=7,4,male single,none,3,real estate,25,none,rent,3,unskilled resident,1,none,yes,bad
254,<0,20,all paid,used car,12389,<100,>=7,4,male single,none,4,no known property,30,none,own,2,skilled,1,yes,yes,good
255,0<=X<200,48,delayed previously,education,11560,no known savings,>=7,2,male single,none,1,real estate,29,none,own,2,skilled,1,yes,yes,good
256,no checking,18,delayed previously,furniture/equipment,1352,no known savings,4<=X<7,1,male single,none,3,car,26,none,for free,2,skilled,1,yes,yes,good
257,0<=X<200,21,existing paid,new car,2924,500<=X<1000,1<=X<4,1,male single,none,3,real estate,20,none,own,1,skilled,1,yes,yes,good
258,no checking,12,existing paid,education,2406,<100,>=7,4,male single,none,2,no known property,48,bank,rent,2,skilled,1,yes,yes,good
259,<0,21,existing paid,used car,11760,100<=X<500,1<=X<4,3,male single,guarantor,2,car,23,none,own,1,unskilled resident,1,none,yes,good
260,no checking,9,existing paid,business,2132,<100,1<=X<4,3,female div/dep/mar,none,1,car,50,none,own,2,skilled,1,yes,yes,good
261,no checking,6,no credits/all paid,furniture/equipment,3915,<100,unemployed,3,male single,none,2,car,22,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
262,no checking,18,all paid,furniture/equipment,1750,<100,1<=X<4,4,female div/dep/mar,none,1,car,20,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
263,<0,12,no credits/all paid,used car,4169,<100,1<=X<4,4,male single,none,3,real estate,36,none,own,1,skilled,1,yes,yes,good
264,<0,24,existing paid,new car,7882,>=1000,1<=X<4,3,male single,none,2,car,66,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
265,0<=X<200,12,critical/other existing credit,new car,1358,100<=X<500,4<=X<7,3,male single,none,4,car,26,none,own,1,skilled,1,yes,yes,good
266,<0,6,critical/other existing credit,new car,1442,<100,>=7,4,female div/dep/mar,none,1,real estate,25,none,own,1,unskilled resident,1,yes,yes,bad
267,no checking,30,critical/other existing credit,used car,343,100<=X<500,>=7,1,female div/dep/mar,none,2,car,38,none,own,1,unskilled resident,1,yes,yes,good
268,0<=X<200,12,critical/other existing credit,furniture/equipment,1224,500<=X<1000,1<=X<4,2,female div/dep/mar,none,3,no known property,47,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
269,0<=X<200,15,existing paid,furniture/equipment,1950,<100,1<=X<4,2,male single,none,3,no known property,24,none,for free,2,skilled,1,none,yes,bad
270,<0,24,existing paid,repairs,3447,<100,>=7,4,male single,none,1,real estate,50,none,own,2,skilled,1,yes,yes,good
271,0<=X<200,18,critical/other existing credit,new car,7855,no known savings,<1,4,female div/dep/mar,none,1,life insurance,36,none,rent,1,skilled,1,yes,yes,good
272,0<=X<200,9,delayed previously,new car,8613,<100,<1,2,female div/dep/mar,guarantor,2,real estate,44,none,own,3,skilled,1,none,yes,good
273,no checking,33,existing paid,furniture/equipment,6288,500<=X<1000,<1,3,male div/sep,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
274,0<=X<200,36,critical/other existing credit,radio/tv,5743,<100,>=7,2,male single,none,4,car,39,none,for free,1,skilled,1,none,yes,good
275,no checking,24,critical/other existing credit,radio/tv,1469,<100,>=7,4,male single,none,4,real estate,26,none,own,1,skilled,1,none,yes,bad
276,no checking,22,critical/other existing credit,radio/tv,428,<100,<1,3,female div/dep/mar,none,1,real estate,27,bank,own,2,skilled,1,none,yes,good
277,<0,27,delayed previously,used car,1053,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,52,none,own,4,skilled,1,yes,yes,good
278,<0,21,critical/other existing credit,new car,8487,<100,unemployed,4,male single,none,4,car,24,none,own,1,skilled,1,none,yes,bad
279,no checking,6,critical/other existing credit,radio/tv,4611,<100,4<=X<7,4,male single,none,4,real estate,34,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
280,<0,12,existing paid,used car,2246,<100,<1,4,female div/dep/mar,none,3,car,24,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
281,<0,12,critical/other existing credit,education,947,<100,1<=X<4,1,male single,none,4,real estate,22,none,rent,1,unskilled resident,1,none,yes,good
282,0<=X<200,12,critical/other existing credit,new car,7582,<100,1<=X<4,3,male single,none,4,car,33,none,rent,1,skilled,1,none,yes,good
283,0<=X<200,24,existing paid,radio/tv,1244,<100,>=7,2,female div/dep/mar,none,4,life insurance,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
284,>=200,12,existing paid,new car,9034,<100,unemployed,4,male single,none,4,life insurance,43,bank,rent,2,skilled,2,none,yes,good
285,no checking,24,existing paid,radio/tv,3763,<100,1<=X<4,4,male single,none,4,car,24,none,rent,2,skilled,1,none,yes,bad
286,no checking,36,all paid,business,2864,no known savings,4<=X<7,4,male single,none,2,real estate,52,bank,own,1,skilled,1,none,yes,good
287,no checking,48,existing paid,new car,2214,<100,1<=X<4,4,male single,none,4,car,46,stores,own,1,skilled,1,yes,yes,good
288,<0,24,critical/other existing credit,radio/tv,3518,100<=X<500,<1,3,male single,none,4,no known property,33,none,rent,1,skilled,1,none,yes,bad
289,<0,12,existing paid,new car,9572,no known savings,<1,4,female div/dep/mar,guarantor,4,real estate,34,none,own,2,skilled,1,yes,yes,good
290,no checking,12,critical/other existing credit,domestic appliance,932,no known savings,>=7,2,male single,none,4,car,32,none,own,1,unskilled resident,1,yes,yes,bad
291,no checking,9,existing paid,business,2134,<100,<1,2,male mar/wid,none,2,life insurance,27,none,own,1,unskilled resident,1,none,yes,good
292,no checking,21,existing paid,new car,1478,<100,>=7,4,male single,guarantor,4,real estate,32,none,own,1,skilled,1,none,yes,good
293,<0,21,existing paid,furniture/equipment,7629,>=1000,>=7,3,male single,none,3,real estate,60,none,for free,1,skilled,2,yes,yes,good
294,<0,30,existing paid,education,1941,no known savings,unemployed,2,male mar/wid,none,3,real estate,40,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
295,no checking,10,existing paid,used car,6468,<100,>=7,4,female div/dep/mar,guarantor,2,life insurance,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
296,>=200,12,critical/other existing credit,radio/tv,1231,500<=X<1000,1<=X<4,4,male single,co applicant,4,real estate,32,bank,own,1,skilled,2,none,yes,good
297,0<=X<200,18,existing paid,radio/tv,6836,500<=X<1000,>=7,4,male single,guarantor,4,no known property,40,bank,for free,1,skilled,1,none,yes,good
298,0<=X<200,24,existing paid,radio/tv,5511,no known savings,unemployed,4,male single,none,2,car,26,none,own,2,skilled,1,yes,yes,good
299,no checking,24,existing paid,new car,11816,no known savings,1<=X<4,4,male single,none,2,real estate,40,none,own,1,skilled,1,none,yes,good
300,<0,12,critical/other existing credit,radio/tv,1543,<100,1<=X<4,3,male single,none,2,car,25,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,bad
301,no checking,12,existing paid,used car,4473,<100,1<=X<4,4,male single,none,3,life insurance,47,none,rent,2,skilled,2,yes,yes,good
302,0<=X<200,24,existing paid,radio/tv,12169,<100,4<=X<7,3,male single,guarantor,4,real estate,29,none,own,1,unskilled resident,1,none,yes,good
303,no checking,36,critical/other existing credit,new car,1213,<100,<1,4,male single,none,2,car,24,none,rent,2,skilled,1,none,yes,bad
304,no checking,24,existing paid,radio/tv,1595,<100,1<=X<4,4,male single,none,2,real estate,26,none,own,2,unskilled resident,2,none,yes,good
305,<0,6,critical/other existing credit,furniture/equipment,1282,<100,1<=X<4,1,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,bad
306,<0,15,existing paid,education,2186,<100,>=7,4,female div/dep/mar,none,4,car,35,none,for free,1,skilled,1,none,yes,good
307,<0,24,existing paid,furniture/equipment,1204,100<=X<500,1<=X<4,3,male single,none,3,life insurance,23,none,own,1,unskilled resident,1,yes,yes,bad
308,<0,48,critical/other existing credit,radio/tv,975,<100,<1,1,male single,none,4,car,75,none,rent,2,unskilled resident,1,yes,yes,bad
309,no checking,6,existing paid,education,1442,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,33,none,rent,3,unskilled resident,2,yes,yes,bad
310,no checking,24,existing paid,used car,1126,<100,<1,1,male mar/wid,none,2,life insurance,37,none,own,1,skilled,1,yes,yes,good
311,no checking,10,existing paid,radio/tv,1480,100<=X<500,>=7,4,male single,none,4,life insurance,23,none,for free,1,skilled,1,none,no,good
312,no checking,6,critical/other existing credit,domestic appliance,2629,no known savings,<1,2,male single,none,4,real estate,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
313,>=200,36,critical/other existing credit,new car,5003,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,car,40,none,own,1,skilled,2,none,yes,good
314,0<=X<200,24,critical/other existing credit,radio/tv,9960,<100,4<=X<7,2,male single,none,3,life insurance,35,none,rent,2,skilled,1,yes,no,good
315,>=200,12,critical/other existing credit,new car,7408,<100,>=7,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,none,yes,bad
316,no checking,12,existing paid,radio/tv,1478,<100,1<=X<4,4,male mar/wid,none,3,car,45,none,own,2,skilled,1,none,yes,good
